medicare provider number,Revenue from sale of medical and surgical supplies to other than patients [other_income_supplies_nonpat],Revenue from sale of drugs to other than patients [other_income_drugs_nonpat],"Tuition (fees, sale of textbooks, uniforms, etc.) [other_income_tuition]","Revenue from gifts, flowers, coffee shops, and canteen [other_income_gifts]",Rental of vending machines [other_income_vending],Governmental appropriations [other_income_govt_approp],Revenues from State and local indigent care programs (2552-96 only) [revs_uncomp_stloc_indig_only96],Revenues related to SCHIP (2552-96 only) [revs_uncomp_schip_only96],"Restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_rstrgrants_only96]","Non-restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_nonrstrgrants_only96]",Charges for patients covered under state or local indigent care program [stloc_indigent_charges],State or local indigent care program cost [stloc_indigent_costs],Stand-alone SCHIP charges [schip_charges],Stand-alone SCHIP cost [schip_costs],"Inpatient days, Medicare skilled nursing facility swing beds [mdcr_snf_swingbed_inpat_days]","Inpatient days, skilled nursing facility swing beds [all_snf_swingbed_inpat_days]","Inpatient days, nursing facility swing beds [all_nf_swingbed_inpat_days]","Inpatient days, other specialty care units [all_oth_spec_care_inpat_days]","Inpatient days, coronary care unit [all_coronary_care_inpat_days]","Inpatient days, burn intensive care unit [all_burn_icu_inpat_days]","Inpatient days, surgical intensive care unit [all_surgical_ic_inpat_days]",Revenue from rental of living quarters [other_income_livingrental],Revenue from laundry and linen service [other_income_laundry],Parking lot receipts [other_income_parking],Rebates and refunds of expenses [other_income_rebates],Nursing and allied health managed care payment [mdcr_ipps_nurs_mgdcare_pymts],Net organ acquisition cost [mdcr_ipps_net_organ_cost],Cost of teaching physicians [mdcr_ipps_teach_phys_cost],Routine service other pass through costs [mdcr_ipps_routine_passthru_cost],medicare provider number
310130,4621.998898,,,47963.31829507583,23353.660400866665,530051.373625,,,,,83025.7171695,18016.743078450003,192843.95331595,38593.24071437,,,,,,,,,,,,,,,,310130
320001,4130459.01525,7487475.875428407,,,470821.8705755294,77842711.29195833,1275126.4487888888,,,,26723461.764866363,12981906.74627909,17441997.127242822,7859296.269099966,,,,11454.996146435717,5315.7066163625,2627.129475512609,9766.46957903158,188152.17399655297,,35108.389184969994,21585.4820875,20076.148889392676,2571371.5505720833,,39880.34002028823,320001
320002,10986.497381000001,,53661.987206,,22.499994635500002,16059785.55519474,23116092.12567778,,,271243.93533,6273102.881365104,2445716.4099878925,,,,,,,2194.3326195466666,16.9999865296,,27401.65771716667,20522.745106825,,,1529.49963535,,,,320002
320009,313.33320756933335,8624.707164435715,4880.3313822,82250.3422906175,12002.677529236365,,,,,,591326.12465,212064.382858,,,,,,,2111.399361398,,,,,,205666.687680125,12180.139776267142,,,114321.7227455,320009
320017,8267.744304574999,,,2063.2851474421427,3835.5897256404114,,,,,,,,,,,,,6779.748083918749,,,,,,,,1699.9986007500002,,,,320017
320021,,83990.85087464284,92657.0,1328765.7534166665,58971.196592500004,7708918.8880625,535466.59178,541449.2027825001,,,2628796.6845817333,874636.3272647334,2859130.360361875,913885.4813554375,,,,14164.383653846153,5783.738713517393,,17486.12310575,413883.83014000003,,,158744.494007,128386.5923371,1758752.3112573915,,115471.30597754545,320021
330005,,,22460.662640429047,184407.76819436002,284158.120719,9288048.6114425,,4114102.0,,,22409030.725571427,8604571.879457142,16789098.917555556,6277018.15768889,,,,17273.427249523807,7482.180942540909,,9966.042086034782,2959115.137,113499.979452,101174.59848839129,1682099.9014,225200.56962005264,2466635.92816875,,94103.64981246833,330005
330013,,,,460531.62465666665,,881184.158356,,13178406.132285714,25583618.87742857,,8700944.0,3034036.0,13431104.991785714,3662964.117807143,,,,14488.650612347828,8143.607713843478,,,310333.82080374996,317142.0,1497662.4186999998,1045733.9224994348,107277.20794410526,2306376.747704348,,112954.5532533125,330013
330023,16620.0,,,,35707.75906243572,,969996.0860142857,,,,33195308.624714285,8897104.8814,,,,,,4179.738827056522,3370.9578757058334,,,,,258078.33690588237,333437.5124330769,17809.248598,,,2186601.3534,330023
330024,,302640.0,2264154.0,,147181.74398585715,24218363.2315,,,,,,,21069469.8098,6253253.2665428575,,,,,3411.7387802956523,,,4698982.569607392,,2227953.664681739,5283225.6815777775,174163.8513926667,7392609.341786956,,205823.41298099997,330024
330028,19860.72717872182,6743.634985792727,938534.1889190909,249651.31317077775,27774.744007,6871550.314636842,14370984.0,,,,163630200.0,48491836.0,,,,,,5230.738574860869,2539.34989472,,3299.5,618482.7895390909,55138.54329838182,79577.513689,1330117.5305987392,89118.56312385714,,,174496.883105,330028
330030,,11462.399141700002,7077.246661,,43072.68046258947,622181.1284421053,1516719.3162428571,,,,1137621.405482857,481503.6816042857,,,,,,,,,,123575.31769333333,,,96440.35561086502,3092.999299,,,,330030
330045,8670.998451417729,18077.520791782612,14425.41086952941,187790.67174625,19146.736798304348,908333.20401375,1822735.64164,,,,32354.5,9227.5,3401759.939266667,984756.9328833334,,,,628.9999610709999,,,,34351.982876999995,,,159855.89754045455,52620.745334,,,128466.331735,330045
330046,,4768275.667204792,,,109502.12244643478,3045608.956408695,47919424.0,,2239520.0,,102308615.00275002,35209432.63653333,25819840.0,7144686.0,,,,6980.781884682608,10524.259715600001,,,3327912.025566667,,1093169.1385356523,878228.6621328571,121055.41083394286,1472100.9364252943,,130308.990282875,330046
330059,,10346284.24138261,,,196150.7245457826,19242069.78397826,34200992.0,,4838827.47068,,108178228.02657142,27120162.66142857,23948099.62377778,4795374.286144445,,,,14742.6073277,6966.694923504347,,5959.564430095653,5019901.024665217,377858.2058225,5390149.706013043,169803.49512656665,46986.999719600004,5780431.394995652,,4477.845791623077,330059
330061,5575.0,29390.043641675235,,132586.9307635294,13191.6349101,1646827.0088999998,1196590.0,,,,4421439.8446285715,1643848.3882571426,,,,,,1088.1999518480002,,,,,134899.19971739998,458633.9282068181,393860.0,4485.0,,,,330061
330078,,3123.9999561533336,41403.70810625238,29830.744221,45144.46833999999,784047.8185,633331.3776899999,,,,8304029.304114287,3779061.4614428575,,,,,,9242.2342126,1513.3999293600002,,,22019.15551547368,187618.18753399997,260099.28729860866,92035.4974315,149548.66118758335,,,214668.7633201579,330078
330101,769440.1666593082,2837.2855415860713,,118412.17479763637,4483.0,8556880.511142857,39412209.271125,5714383.6958875,3102856.9667428574,,149894150.93857142,54550345.60628571,36492050.553375,11537131.04933125,,,,31639.084350852176,9983.216708252176,,1805.8747739125,3741672.366785,,2249695.6666666665,9147616.04759619,157124.73955458333,17927559.94327826,,221896.54579214286,330101
330104,48530.4979025,7557.933068691999,114970.969863,22493.0,10449.59990796,8314544.191780001,1959345.73698,2647372.1315,456525.82967999997,560557.5,9033235.298500001,2273498.2055,11849248.1425,2999123.2356000002,,,,1590.2351785941175,2006.4543834563638,,,145587.0,,42063.814620954545,46668.98809925,4207.24998395,,,49668.5,330104
330106,119681.53982764819,12584069.891271818,,23338.31572615789,221263.14198409527,4667105.580742273,16232506.232571427,,,,586848.3411,128551.14634666666,43488402.27575,9566058.191125,,,,12960.86842426087,3647.34750083913,,13387.085681608696,,925315.9865291667,1705622.3242836364,898690.65942125,80589.70461100001,3640326.1409745454,,197681.88428069997,330106
330115,,,11058.0,15594.148224915,1205.7496372719936,998229.9694714285,,,415287.39726,,,,,,,,,,,,,,215055.98803477167,,,,,,,330115
330119,46891.0,1764808.0,305665.655935589,,41073.945789,363501.842295,10200000.0,,,,240393.420448,57624.35511216667,1196554.964555,286297.99285125,,,,6276.695317152174,7870.4339683217395,,,1728082.5301363638,,384172.15411,442738.6618023077,66512.84850714286,,,113265.66244333335,330119
330125,37905.992893999995,4421939.799633333,619967.8040517392,878007.6053013044,,4423921.604112727,7583445.764383334,,,,6543015.6758,2827313.4132499998,,,,,,,,,6781.521381773912,486257.78725215,,758616.3969224119,1589645.9433281252,244426.5031864737,,,184288.2916469565,330125
330126,4625.0,6029.887925387333,13011.5,398816.562192,,969264.1143799999,1666008.8432800001,,182696.5,,,,,,,,,1650.3331121666663,,,,,,,238026.34951714287,2767.666199333333,,,505563.5,330126
330140,88545.16392666666,5181.714285714285,2214382.4831804167,306560.50187142857,9757.599597600001,1309044.2432996249,5387260.0,,,1515444.980365,,,,,,,,3301.4579880154174,4562.332564213333,,5505.110375233333,116564.4842128,82704.66666666667,1205872.4589358333,823428.6005505,1226319.183649,,,2086702.2668341666,330140
330158,439.99979265,4834.799464392667,,51944.896123700004,18271.046685476187,2884479.7389414287,2780231.742464,8503054.299325,,,33882850.666666664,6241730.0,39670219.488885716,6722235.113054286,,,,2245.2606329608693,3729.8692455478267,,,,1374.3331814655,-8082.007759,148733.9911157,23752.998087833334,,,,330158
330160,,,490129.1980783333,,,1925510.412269565,,,2336124.8548,,33684831.26728571,10891667.196928572,43355899.641,10036180.97525,,,,3905.68731673125,7272.2603940347835,3255.333063233333,1517.5,1513944.4603,,475611.6060298696,887996.73878375,20026.0,,,,330160
330162,30256.092456571427,94751.8890961607,,378574.37906248,13455.908424445455,506690.4201749167,929085.0939357143,,161726.87670999998,,7742995.823085715,3584780.5534142856,,,,,,1547.624945825,,,,523947.2385275,,296822.1893244348,277036.57608902105,3702.9999893,,,,330162
330167,18858.0,,195881.2503883333,1236327.9680358332,,2649940.2157244445,3880038.115057143,,,,,,22619438.34211111,3801172.0258333334,,,,10653.456529683333,6326.7909712,,,1023703.8520387501,,496329.90008736844,1766932.635498333,117807.3226064706,,,141603.155526435,330167
330169,80605.67119973636,25789.711570442858,1639164.178559565,269.99991171,30589.848131155995,12203775.107086958,35221283.82833333,,,,194966286.032375,70726724.27950001,,,,,,5380.635587736363,4537.738717478261,,3032.545172886363,3571334.0977943474,71757.0,787117.3921386956,2330251.958624682,1111700.9410094118,,,1559848.4814769565,330169
330191,27141.999844057143,2443799.9746508333,33467.13316663637,419803.0,97980.85039142857,1863161.7699791668,1672319.3694714287,,,,,,,,,,,,2791.6663182555553,,,,28190.9970035,,1164038.4204895834,2626.9998609,,,,330191
330194,56466.391772300005,-195879.0,,127323.73071518751,6388.499630775001,10952065.777021738,9761546.009624999,,,,81530567.80250001,23962693.633,,,,,,9564.347294695652,2851.3041617043477,,6644.043038543478,4197204.936736364,,909613.9820730435,1099712.9499546667,119325.92529240667,,,183383.557791625,330194
330195,2473187.8369825,4971026.66647225,,414362.95071894734,52353.436936683895,6685579.310052174,12427110.522114286,,114642.84774857142,206022144.0,761648.365206,172820.1945206,61848336.295875,13868725.1438125,,,,15165.564297913044,2966.4345902,,,101727.32842466666,,1343721.9147121739,2090753.9904695656,55773.381467307685,629721.0,,173547.20414755555,330195
330198,,116361.75167966665,142791.32991,848193.73316,,602306.8397250001,,,,,,,,,,,,1433.562387794375,3706.8258384869564,,,,,44742.656392666664,,24092.72087377222,,,78396.0,330198
330203,,831553.2123294444,1581446.235261739,30.0,,588880.692465,3069197.28355,2299226.8298,,,4208.0,2029.0,5150362.1436625,2251997.248975,,,,17695.519066434783,,,,-576505.02808,,888906.3709321739,434363.36107739137,492084.49891684204,,,1726794.9344826087,330203
330205,,8626.064939198668,1299.0,19751.921196692307,8035.549624889999,65919.0,202033.741096,440195.25296666665,,,7483819.0,1384224.5,2520921.8637,446410.7774,,,,,,,,59336.0,1847.0,,41841.274112366664,3399.9985979999997,,,,330205
330208,,7712.646545123528,1585381.3455595654,20662.498130666667,35249.73484756522,2051201.2639764706,2350314.37465,,,770553.6381316666,,,,,,,,,,,,322999.76301,75977.6828373077,83351.34008373914,231094.7599317647,654270.0760294737,,52477.976199000004,1300814.5337695652,330208
330214,117680.9988036,18850826.818400003,231629.75357666667,11125.330882333334,160156.37627847822,45583701.132,6834740.3958875,,,,53605851.29325,20363299.417749997,1866023.5551,344130.417955,,,,5797.957314515833,,,,1525575.3088309548,564.0,1305449.0082852175,2590789.8474295354,60958.406736916666,4412327.6707500005,,216081.50807318182,330214
330234,1203051.23476025,176590.95552828573,,,51263.119884499996,7572989.97862381,10090156.04164,2673518.7074,,,43518450.2355,9253504.65205,31063567.42253846,7621563.162892308,,,,15359.433438782607,2141.695530374348,2672.391075647826,2251.3748454875,1975724.436724286,590513.28458875,2150479.1205161815,325288.8494982415,66646.93128886938,5644891.679926087,,112576.87812494446,330234
330236,4911.333333333333,1220905.716676909,188114.27243242858,,34177.73491881913,1683156.742558909,9984853.707816666,340098.72345875,,,,,2441905.264551875,785916.982358125,,,,8451.086148743478,3227.4997913166667,,,1673922.4231052175,119407.04737917273,1447728.398415826,591991.3750551826,283536.8038816667,,,255195.72117499998,330236
330239,25019.85981610364,,83007.21196434782,29339.497371619997,26974.588150877273,1411905.2938010478,1317983.978077143,221261.6605016667,,,,,755339.776125,313717.102055,,,,,,,,,,,59294.4985961,19191.599863,,,,330239
330241,,,,,104.9999794325,4266315.828533334,1823905.2561625,1822336.25,60217921.9218625,,5672956.238163665,2830147.8774957955,11117218.4835875,4201210.957025001,,,,,2150.608495573913,1506.4781459391304,,,,304007.0,325367.6594959091,142996.62017615788,2647794.767955652,,,330241
330246,24.999992392,3978.845946596154,,573401.299315,,131680.0,444269.9968535,715039.62009,,,3519187.9041,1161815.8849499999,5820588.804481818,1343352.578829091,,,,1154.6110544761113,,,,,,1125.0,143487.7947558125,3843.0,,,,330246
330261,15392.25,908468.3287671666,232373.472854125,291084.2226025,22415.629769736843,655687.404115,,,,,46338.0,15358.0,6177440.0,1344084.6666666667,,,,,,,,98869.60704166668,,,170492.7424074375,,,,321250.98493000004,330261
330264,12124.994366775,27335.244866975,,104121.15978908334,4969.299944869001,11893532.947933333,,,,,22038071.21557143,5681957.7600714285,,,,,,1844.799911886667,,,,19168.999315,,290591.984418,39884.195274,,,,,330264
330270,1419.9998982999998,2313.9981806999995,,17517.362850663634,,,723219.339178,,,,,,,,,,,,,,,1762075.3786,12699.560835762499,1980116.8133525,223222.0,2980.0,,,,330270
330273,3658.6355454454547,6362.538240297692,34149.5,181977.48492999998,12392.248633291667,115241.23947,606432.34713175,,,,9508001.989066666,2553415.7926999996,,,,,,,,,,,919.0,67973.3953078,178112.2613716,,,,211035.91849,330273
330285,41344.0,,,,,3317324.5765225,,99987456.0,,,,,16921469.108333334,7016279.5344,,,,18347.872015708337,,6421.457170658334,,,,1631788.6344358332,1571106.4638905833,180754.61337145005,4337018.610325833,,132898.64759820834,330285
330286,,18910.43630936875,,970236.5594137501,56016.360247004544,2631493.5,2439115.373975,5604341.2589,,,29394681.074,7327568.1315,45278706.5096,8959273.28215,,,,6698.086353486957,,,,5999.9997271,,14451.6655965,108413.84538652143,12560.997602666668,,,,330286
330304,,,,175641.0,7282.110735355556,738646.27875055,818341.2164414285,3659195.820742857,322655.74201,,7791416.590214287,3165102.3139000004,14363532.016786667,5185592.6014600005,,,,,2324.956306069565,,,380300.1109592857,,844445.6509830437,47739.92490821429,9762.996803666667,,,,330304
330393,225299.94863000003,,6983.1245317875,,,5856097.653127826,,4482189.794128572,,,118282227.04699999,33835890.7725,15021208.639266668,4540637.023379999,,,,12512.738145826088,,1152.9999067086956,,,,188869.80773672726,337987.789084375,37422.7981164,3276318.933530435,,47.49003194957142,330393
330394,,,,,,2720668.460987826,4502420.175342857,859960.9526457143,176656.41027428574,,13153353.133180002,5113058.87672,2257814.608220714,864304.4977042858,,,,4018.260498717392,,,,,,52527.99696617392,21618011.89888889,11008.830727316667,,,14569.4990850625,330394
340002,,1472198.1051333335,,,251489.19151333332,,,,,,58520644.095000006,29285778.0355,2228444.9374,574344.22613,,,,13056.749240708334,3884.912611304167,,,,670079.1585766666,,,53467.97255568332,,,,340002
340014,,,16858.19968766,,1896.49971685,132623.33333333334,,,408585.0,140977.0,,,,,,,,10176.9972565,6000.173376000001,,,,,282123.5711463286,728198.9625428572,139766.28181242855,,,97800.77083377779,340014
340028,49334.218219202994,1507067.3204439,236924.88702499997,,586.4997799,,,,,,,,1273757.392624645,277950.0341289966,,,,12282.354967733334,,,,8588.495904849999,,98839.696349,270693.5238001818,35350.71674154933,,,194806.40711025,340028
340030,,,36068.658067000004,,50129.488048,,,,,,,,,,,,,24821.92357973334,4903.289987416666,5067.081286637501,33958.57111862917,,139338.63344633335,3580979.1462250003,,242485.9821474444,9817266.293529168,,313590.41099173686,340030
340040,38228.482056999994,901099.4227826153,,,,,1689495.81524375,1503670.824345,,,,,4147996.320432942,1442166.3366494116,,135.999935149,,,,,,,,351066.30155722494,1320039.7454595333,108624.41375724705,4378052.7966083335,,260236.7823668334,340040
340047,,,412840.5301626041,811885.2097291668,,,9658248.063099999,,283448.81553,991144.7392300001,14104870.441499999,4633886.907575,,,,,,13478.795413613336,6079.414458541668,9803.204536870833,,,230258.65847056254,1948322.4181533328,2104553.24825,541679.3703600002,7604688.412436248,,418349.88645899994,340047
340053,218610.65443445454,115002.99218,398876.76763608697,460757.98708428576,90452.20849200002,243886.4136126875,873632.0,,707248.0,10349.0,,,,,,,,,3279.7934490869566,841.8735379700001,,13551.1709435,208237.4543675,359457.4158704348,76120.05503339047,69007.392637,,,460253.55821999995,340053
340061,,,,,,35491957.30597059,11353226.09322,,,,51493688.055439174,21857635.844122496,10738872.99433,3694819.5667699995,,,,6140.864347999999,3411.957094083334,,,,,,409991.90225,129318.209400215,6054571.343047917,,325983.33655666665,340061
340069,14911.367738750001,1167591.7529922223,140397.459351275,278837.20037333335,149924.89720600002,,,,,,,,9625729.59101,2141751.791778,,,,18198.532237320836,6734.163092766667,,2722.24873874875,71067.46611000001,11571.993389750001,153788.92666575,127710.05681725,208417.04250036518,,,244034.32766533332,340069
340073,153.66663179133332,4.9999988079,,2020.9995079,1669.399601986,,,,,,6383934.477949999,2463183.41275,,,,,,,,,,,,,,4399.99895095,,,,340073
340091,,,1524.999272805,270476.9271733333,,,,,,,,,2469278.443622,789731.8456951,,,,9485.864701969562,5708.8712930173915,,4731.222872745833,77536.463028,,,,182156.86325551904,,,87463.511422,340091
340098,40009.0,25869.55385038889,558399.9345443479,238406.59589747828,68916.99980627286,,746215.0160414287,256232.40733857147,,,4404122.5,1326207.82535,1009271.2092253334,241844.78251199998,,,,1806.2607300934778,4085.9331920666664,,,8230.886649766668,,39549.22875392308,,145364.71220662727,,,658031.4129804762,340098
340107,4921.872653036875,340221.48629100434,,17807.999486,708.99965753,,81768.73030642224,86480.73654077778,,,856484.919085,318423.18299,325904.5486686111,100580.33994422221,1171.9994285386667,1299.4660616560002,320.99983691571424,,,,,38788.481504,,,98487.300535015,,,,,340107
340113,1288824.260816,12064456.705286955,2357142.290294348,423743.36861033336,106048.47990833333,4721186.534614333,13137008.008125,3619476.9321999997,,,15309072.0,6150084.0,13319865.016125001,3755792.2109562503,,,,17895.665399533336,6931.173133191304,,31458.17164978261,240629.51792246668,1029607.27854,260294.13869833332,113257.5,447322.07614425,8552474.938408695,,1151384.6947269565,340113
340114,7151242.505004908,1732056.1727899997,691862.2633789999,102665.07789755556,25578.035812363636,208625.61958333335,61242.652065333335,,,,107880140.67899999,39105430.67656,258151.36702399998,71526.55437612858,,,,,4075.6589517708326,,,906156.5490872726,3771.9980978999997,,846696.7061819999,59244.45249666294,,,63114.2306836625,340114
340115,-3660.49825475,127009.31403857144,,,,,,,,,4127004.6987333335,853871.25952,30315.9855445,5923.49717545,,,,2173.798932356,8090.019061475,,11018.157457808331,52133.61897,,408.95491666,136543.4348885,26893.07051908583,,,,340115
340126,1972.3201144154996,209818.90301342265,,316600.05526995455,13622.995043514284,,22543.863035762497,,,,12812.9926785,3456.7483128249996,519252.54104662506,132910.31131015,,,,,,,,,315.49984837500006,,188334.62264405552,2982.3317347333336,,,,340126
340131,1711.6370337700002,134074.35766924682,,298656.86962337507,,,,,,,,,446941.78688,170000.41893599997,,,,,5568.38038795,,,,,,644276.1874116667,7996.595713860001,,,,340131
340141,5417.083178054168,4611398.483682583,56196.18812501363,1257656.3198910002,1195.9520052085,147047.8941916923,,2065022.4903711113,1719377.892195,,2789553.733976667,712056.9862764445,2085675.6705111116,652615.6855937777,,,,9220.238788345834,6235.459316745833,,,17436.9746266,115986.744645,-9628.4954105,271326.52377800003,160680.5874812238,,,231898.7278080416,340141
340147,30820.412293604164,74877.69673995832,111290.47347,317686.21369605,82530.3969864,,,,,,,,,,,,,1575.71386655,,,,,,,148165.7494,7820.0,,,,340147
340151,,33187.75549273334,,217216.50718744445,25592.620629444442,,312937.84943058,,388628.4730666667,25831.736286,2650106.967964,281058.0047512667,327225.1545044444,98768.61683788888,,,,,,,,,28850.838681,,,3399.9979845233333,,,,340151
